Name,Height,Weight,Age,Sex,Profession,Salary,Height_indicator,Weight_indicator,Apartments_count
Дементьевa Светлана,171.0,41.0,52,ж,студент,282000,0,0,0
Авдеевa Илона,174.52731681034481,47.0,83,ж,бухгалтер,160000,1,0,1
Иванковa Лукерья,181.0,68.0,19,ж,студент,240000,0,0,1
Тимофеевa Наталья,175.0,44.0,22,ж,программист,256000,0,0,0
Сорокинa Анна,174.52731681034481,77.0,78,ж,сантехник,461000,1,0,0
Михайловa Эльза,174.52731681034481,60.0,62,ж,бухгалтер,450000,1,0,0
Брагинa Кристина,167.0,40.0,86,ж,продавец,336000,0,0,0
Лапинa Майя,166.0,56.0,87,ж,инженер,263000,0,0,1
Иванковa Иветта,158.0,76.0,83,ж,инженер,493000,0,0,0
Максимовa Милена,181.0,75.0,56,ж,инженер,178000,0,0,0
Хохловa Евдокия,168.0,51.0,45,ж,инженер,94000,0,0,0
Яковлевa Наталия,158.0,52.0,85,ж,бухгалтер,235000,0,0,0
Селиверстовa Ева,155.0,76.0,87,ж,преподаватель,17000,0,0,0
Мартыновa Эрика/div>,162.0,40.0,22,ж,продавец,308000,0,0,0
Королёвa Пелагея,165.0,65.0,25,ж,автослесарь,82000,0,0,0
Ларионовa Дора,174.52731681034481,49.0,22,ж,автослесарь,125000,1,0,0
Мироновa Злата,155.0,57.0,20,ж,программист,116000,0,0,0
Васильевa Дина,177.0,61.0,68,ж,студент,218000,0,0,1
Воронцовa Фрида,166.0,79.0,20,ж,инженер,118000,0,0,1
Красильниковa Мария,181.0,64.0,74,ж,программист,205000,0,0,3
Одинцовa Руслана,182.0,58.0,20,ж,преподаватель,474000,0,0,1
Дроздовa Россияна,159.0,46.0,50,ж,сантехник,387000,0,0,0
Соловьёвa Мирослава,166.0,50.0,30,ж,бухгалтер,175000,0,0,0
Артемьевa Елизавета,161.0,52.0,33,ж,сантехник,189000,0,0,1
Орловa Руслана,160.0,56.0,24,ж,преподаватель,382000,0,0,0
Шестаковa Альбина,174.52731681034481,42.0,18,ж,сантехник,494000,1,0,0
Константиновa Стелла,173.0,50.0,51,ж,врач,257000,0,0,1
Корниловa Эрика/div>,176.0,73.0,42,ж,врач,270000,0,0,0
Лыткинa Аделина,177.0,61.0,39,ж,бухгалтер,86000,0,0,0
Зайцевa Рада,165.0,67.0,27,ж,преподаватель,121000,0,0,3
Роговa Алевтина,174.52731681034481,46.0,42,ж,бухгалтер,43000,1,0,0
Поляковa Светлана,162.0,53.0,47,ж,продавец,477000,0,0,2
Егоровa Ярина,156.0,74.0,60,ж,автослесарь,64000,0,0,0
Мышкинa Екатерина,174.0,59.0,75,ж,автослесарь,106000,0,0,0
Горшковa Каролина,169.0,52.0,41,ж,преподаватель,419000,0,0,0
Сорокинa Анфиса,155.0,48.0,83,ж,сантехник,328000,0,0,1
Константиновa Ася,181.0,45.0,32,ж,автослесарь,168000,0,0,0
Колесниковa Римма,167.0,47.0,72,ж,бухгалтер,39000,0,0,0
Александровa Серафима,171.0,46.0,46,ж,студент,179000,0,0,0
Александровa Павлина,182.0,66.0,51,ж,автослесарь,166000,0,0,0
Герасимовa Полина,169.0,64.0,46,ж,врач,405000,0,0,0
Лыткинa Виола,169.0,45.0,64,ж,бухгалтер,479000,0,0,0
Лукинa Диана,178.0,45.0,50,ж,продавец,184000,0,0,0
Мартыновa Аполлинария,172.0,52.0,87,ж,студент,472000,0,0,1
Стрелковa Раиса,163.0,51.0,28,ж,программист,365000,0,0,0
Симоновa Ангелина,161.0,41.0,57,ж,бухгалтер,297000,0,0,0
Фоминa Александрина,161.0,61.0,25,ж,автослесарь,383000,0,0,0
Ковалёвa Наталия,168.0,48.0,46,ж,автослесарь,169000,0,0,0
Сазоновa Янина,181.0,74.0,65,ж,преподаватель,81000,0,0,0
Андреевa Иветта,161.0,76.0,40,ж,автослесарь,94000,0,0,2
Богдановa Марфа,179.0,55.0,60,ж,студент,63000,0,0,0
Силинa Каролина,182.0,49.0,31,ж,преподаватель,10000,0,0,0
Тетеринa Ульяна,179.0,45.0,80,ж,инженер,341000,0,0,0
Веселовa Мария,165.0,75.0,20,ж,продавец,188000,0,0,1
Тимофеевa Капитолина,172.0,62.0,46,ж,преподаватель,44000,0,0,0
Дроздовa Янина,166.0,42.0,62,ж,преподаватель,127000,0,0,1
Романовa Гелла,169.0,42.0,78,ж,врач,317000,0,0,0
Комаровa Радмила,165.0,56.0,69,ж,бухгалтер,46000,0,0,0
Антоновa София,178.0,61.0,84,ж,сантехник,184000,0,0,0
Котовa Агафья,157.0,44.0,68,ж,инженер,461000,0,0,0
Кулагинa Алеся,176.0,51.0,64,ж,врач,441000,0,0,1
Роговa Эмма,163.0,72.0,82,ж,сантехник,50000,0,0,1
Бирюковa Клара,161.0,74.0,74,ж,автослесарь,131000,0,0,1
Пономарёвa Яна,172.0,58.0,61,ж,автослесарь,195000,0,0,0
Архиповa Иванна,165.0,68.0,36,ж,врач,322000,0,0,1
Костинa Виталина,173.0,78.0,25,ж,студент,370000,0,0,0
Горбуновa Оксана,155.0,62.0,41,ж,сантехник,253000,0,0,1
Гордеевa Магдалина,174.52731681034481,61.0,78,ж,преподаватель,486000,1,0,0
Рыбаковa Ульяна,174.52731681034481,76.0,29,ж,инженер,477000,1,0,1
Дьячковa Елизавета,172.0,43.0,37,ж,автослесарь,61000,0,0,0
Карповa Майя,183.0,48.0,29,ж,продавец,150000,0,0,0
Силинa Богдана,158.0,56.0,30,ж,врач,429000,0,0,0
Самойловa Клара,182.0,44.0,20,ж,автослесарь,116000,0,0,0
Сазоновa Милица,180.0,72.0,76,ж,врач,49000,0,0,0
Мишинa Василина,167.0,69.0,87,ж,продавец,227000,0,0,1
Давыдовa Искра,166.0,68.0,46,ж,бухгалтер,363000,0,0,1
Владимировa Дарина,155.0,63.0,42,ж,студент,249000,0,0,0
Иванковa Стелла,183.0,45.0,62,ж,сантехник,482000,0,0,1
Лаврентьевa Ангелина,168.0,56.0,45,ж,преподаватель,386000,0,0,1
Михеевa Алеся,174.52731681034481,55.0,85,ж,студент,462000,1,0,1
Николаевa Виктория,182.0,63.0,84,ж,сантехник,182000,0,0,0
Белозёровa Рада,173.0,73.0,43,ж,врач,161000,0,0,0
Кабановa Ася,179.0,69.0,35,ж,бухгалтер,161000,0,0,1
Константиновa Алла,166.0,52.0,26,ж,врач,115000,0,0,0
Кондратьевa Юлия,170.0,54.0,27,ж,продавец,461000,0,0,1
Никифоровa Ада,179.0,70.0,87,ж,инженер,182000,0,0,1
Одинцовa Анисья,176.0,54.0,35,ж,бухгалтер,434000,0,0,0
Давыдовa Варвара,183.0,46.0,78,ж,врач,435000,0,0,1
Шаровa Цветана,156.0,75.0,71,ж,сантехник,478000,0,0,0
Лобановa Алиса,167.0,59.0,60,ж,сантехник,438000,0,0,1
Ларионовa Вероника,184.0,76.0,31,ж,программист,415000,0,0,0
Муравьёвa Ольга,165.0,46.0,80,ж,преподаватель,218000,0,0,0
Богдановa Анфиса,156.0,52.0,63,ж,сантехник,356000,0,0,0
Ивановa Инесса,183.0,48.0,31,ж,врач,143000,0,0,0
Громовa Стелла,180.0,56.0,20,ж,продавец,228000,0,0,1
Лобановa Ада,179.0,44.0,85,ж,программист,446000,0,0,0
Новиковa Эрика/div>,169.0,48.0,32,ж,сантехник,423000,0,0,0
Фадеевa Лада,174.0,59.0,26,ж,бухгалтер,370000,0,0,1
Гущинa Пелагея,179.0,56.0,30,ж,преподаватель,205000,0,0,1
Субботинa Милана,183.0,61.0,28,ж,продавец,198000,0,0,1
Ершовa Ольга,167.0,46.0,48,ж,сантехник,384000,0,0,1
Субботинa Нинель,157.0,42.0,47,ж,бухгалтер,156000,0,0,0
Комаровa Василина,172.0,47.0,80,ж,бухгалтер,453000,0,0,1
Щербаковa Катерина,175.0,40.0,68,ж,студент,472000,0,0,0
Петуховa Ираида,168.0,72.0,27,ж,студент,446000,0,0,0
Фоминa Зоя,169.0,76.0,77,ж,автослесарь,277000,0,0,0
Туровa Иоанна,159.0,50.0,64,ж,сантехник,236000,0,0,0
Зайцевa Мира,169.0,65.0,86,ж,врач,59000,0,0,0
Щукинa Дарина,170.0,43.0,37,ж,бухгалтер,395000,0,0,0
Костинa Анжела,166.0,40.0,44,ж,преподаватель,409000,0,0,1
Меркушевa Лукерья,161.0,47.0,23,ж,студент,169000,0,0,0
Щукинa Евангелина,174.0,41.0,61,ж,инженер,362000,0,0,1
Мишинa Марианна,183.0,78.0,59,ж,сантехник,110000,0,0,0
Кузнецовa Аврора,159.0,69.0,75,ж,сантехник,283000,0,0,0
Шубинa Лукерья,169.0,71.0,51,ж,программист,327000,0,0,1
Кабановa Марта,184.0,50.0,47,ж,бухгалтер,423000,0,0,0
Евдокимовa Клавдия,167.0,61.0,83,ж,автослесарь,381000,0,0,0
Зиновьевa Камилла,163.0,65.0,84,ж,продавец,22000,0,0,1
Устиновa Анисья,165.0,67.0,69,ж,преподаватель,379000,0,0,0
Воронцовa Агата,174.52731681034481,66.0,55,ж,продавец,337000,1,0,0
Никоновa Дора,159.0,72.0,63,ж,бухгалтер,126000,0,0,1
Анисимовa Изольда,168.0,43.0,29,ж,студент,32000,0,0,2
Дементьевa Зинаида,165.0,65.0,65,ж,программист,187000,0,0,0
Черновa Светлана,160.0,47.0,84,ж,автослесарь,15000,0,0,0
Шашковa Русалина,182.0,65.0,59,ж,сантехник,339000,0,0,0
Филатовa Каролина,172.0,79.0,24,ж,сантехник,433000,0,0,0
Роговa Таяна,169.0,76.0,25,ж,инженер,204000,0,0,0
Барановa Нелли,156.0,54.0,30,ж,продавец,214000,0,0,0
Моисеевa Виола,174.52731681034481,59.0,43,ж,врач,214000,1,0,0
Сорокинa Дария,183.0,61.0,75,ж,врач,118000,0,0,0
Федосеевa Леся,174.52731681034481,76.0,76,ж,врач,25000,1,0,0
Силинa Фрида,184.0,65.0,79,ж,преподаватель,417000,0,0,0
Дьячковa Лолита,180.0,78.0,70,ж,инженер,255000,0,0,0
Галкинa Илга,180.0,65.0,80,ж,студент,472000,0,0,0
Даниловa Нора,161.0,76.0,68,ж,продавец,198000,0,0,1
Трофимовa Инесса,162.0,49.0,45,ж,студент,38000,0,0,0
Третьяковa Эмма,177.0,56.0,88,ж,инженер,200000,0,0,0
Якушевa Юлиана,177.0,53.0,29,ж,студент,463000,0,0,0
Щукинa Светлана,165.0,67.0,88,ж,преподаватель,170000,0,0,1
Романовa Раяна,178.0,75.0,69,ж,студент,249000,0,0,2
Шашковa Нинель,176.0,76.0,83,ж,врач,447000,0,0,0
Силинa Ева,164.0,40.0,60,ж,преподаватель,326000,0,0,0
Лыткинa Диана,179.0,64.0,83,ж,студент,452000,0,0,0
Бобылёвa Алёна,170.0,76.0,43,ж,врач,175000,0,0,0
Комаровa Россияна,156.0,60.0,74,ж,инженер,89000,0,0,0
Калашниковa Камилла,167.0,60.0,18,ж,автослесарь,372000,0,0,0
Давыдовa Сабина,172.0,48.0,70,ж,автослесарь,252000,0,0,0
Фомичёвa Кира,170.0,55.0,56,ж,бухгалтер,241000,0,0,1
Родионовa Адель,158.0,75.0,66,ж,автослесарь,453000,0,0,0
Соколовa Ярослава,175.0,41.0,83,ж,бухгалтер,380000,0,0,1
Большаковa Нелли,165.0,48.0,65,ж,сантехник,144000,0,0,1
Ждановa Ярина,166.0,78.0,68,ж,бухгалтер,97000,0,0,0
Назаровa Карина,164.0,54.0,21,ж,продавец,152000,0,0,1
Абрамовa Эмилия,184.0,43.0,46,ж,студент,386000,0,0,0
Исаевa Алина,155.0,73.0,80,ж,программист,257000,0,0,0
Бобылёвa Полина,167.0,64.0,57,ж,сантехник,157000,0,0,1
Журавлёвa Александра,177.0,62.0,32,ж,автослесарь,28000,0,0,1
Масловa Валерия,166.0,65.0,59,ж,преподаватель,259000,0,0,0
Котовa Милада,180.0,40.0,28,ж,сантехник,475000,0,0,1
Максимовa Нина,158.0,41.0,65,ж,инженер,133000,0,0,1
Семёновa Рада,160.0,54.0,80,ж,инженер,316000,0,0,0
Жуковa Ирина,175.0,43.0,88,ж,программист,97000,0,0,0
Потаповa Алекса,177.0,68.0,80,ж,врач,464000,0,0,2
Юдинa Жанна,156.0,50.0,74,ж,преподаватель,439000,0,0,1
Некрасовa Арина,164.0,58.0,53,ж,врач,45000,0,0,0
Волковa Вера,157.0,58.0,82,ж,продавец,25000,0,0,0
Бобылёвa Римма,182.0,45.0,89,ж,программист,247000,0,0,0
Морозовa Аделина,164.0,59.0,26,ж,сантехник,254000,0,0,1
Игнатовa Цагана,165.0,41.0,87,ж,бухгалтер,399000,0,0,0
Носовa Ярина,177.0,49.0,83,ж,автослесарь,237000,0,0,2
Дементьевa Платонида,164.0,46.0,85,ж,программист,365000,0,0,0
Дмитриевa Маргарита,170.0,44.0,62,ж,студент,69000,0,0,0
Андреевa Янина,169.0,60.0,41,ж,программист,204000,0,0,0
Ларионовa Лия,165.0,69.0,22,ж,бухгалтер,437000,0,0,0
Моисеевa Анжела,174.52731681034481,66.0,72,ж,студент,115000,1,0,0
Мартыновa Клавдия,169.0,43.0,18,ж,автослесарь,388000,0,0,0
Фоминa Ева,156.0,45.0,54,ж,автослесарь,152000,0,0,0
Морозовa Викторина,176.0,58.0,85,ж,программист,248000,0,0,1
Русаковa Алина,158.0,63.0,23,ж,продавец,193000,0,0,0
Макаровa Роксана,167.0,58.0,56,ж,инженер,263000,0,0,0
Куликовa Маргарита,159.0,45.0,38,ж,преподаватель,352000,0,0,0
Сухановa Вита,162.0,64.0,75,ж,сантехник,166000,0,0,0
Пахомовa Ираида,184.0,45.0,39,ж,программист,390000,0,0,0
Никитинa Иветта,169.0,54.0,80,ж,автослесарь,497000,0,0,0
Харитоновa Аделия,179.0,71.0,36,ж,программист,421000,0,0,0
Тетеринa Есения,158.0,77.0,54,ж,автослесарь,265000,0,0,1
Ореховa Рита,170.0,46.0,86,ж,инженер,455000,0,0,0
Журавлёвa Дина,162.0,41.0,52,ж,инженер,85000,0,0,0
Наумовa Ира,178.0,65.0,37,ж,сантехник,423000,0,0,0
Бирюковa Илона,179.0,71.0,26,ж,бухгалтер,406000,0,0,0
Васильевa Ираида,170.0,79.0,54,ж,программист,120000,0,0,0
Галкинa Дарина,166.0,50.0,28,ж,автослесарь,150000,0,0,1
Доронинa Марта,181.0,70.0,77,ж,врач,281000,0,0,1
Зайцевa Людмила,174.52731681034481,65.0,64,ж,бухгалтер,62000,1,0,0
Мышкинa Гелла,183.0,48.0,47,ж,преподаватель,23000,0,0,1
Ситниковa Руслана,173.0,55.0,74,ж,студент,34000,0,0,0
